DOKLAD_ROK;DOKLAD_DATUM;DOKLAD_AGENDA;DOKLAD_CISLO;ORJ;PARAGRAF;POLOZKA;SUBJEKT_IC;SUBJEKT_NAZEV;CASTKA;POZNAMKA
2016;14.7.2016;POU;310164;2900;3111;5331;70888019;Mateřská škola Brno, Bílého 24, příspěvková organizace;123000;
2016;19.1.2016;POU;310133;2900;3111;5331;70888019;Mateřská škola Brno, Bílého 24, příspěvková organizace;122000;
2016;20.4.2016;POU;310246;2900;3111;5331;70888019;Mateřská škola Brno, Bílého 24, příspěvková organizace;122000;
2016;20.4.2016;POU;310250;2900;3111;5331;64328449;Mateřská škola Brno,Francouzská 50,příspěvková organizace;107000;
2016;19.1.2016;POU;310109;2900;3111;5331;64328449;Mateřská škola Brno,Francouzská 50,příspěvková organizace;107000;
2016;14.7.2016;POU;310163;2900;3111;5331;64328449;Mateřská škola Brno,Francouzská 50,příspěvková organizace;108000;
2016;23.12.2016;POU;310439;2900;3111;5331;64328449;Mateřská škola Brno,Francouzská 50,příspěvková organizace;11000;
2016;19.10.2016;POU;310318;2900;3111;5331;64328449;Mateřská škola Brno,Francouzská 50,příspěvková organizace;108000;
2016;19.10.2016;POU;310322;2900;3111;5331;60555947;Mateřská škola Na kopečku u zvonečku,Brno,Horní 17,příspěvková organizace;143000;
2016;23.12.2016;POU;310440;2900;3111;5331;60555947;Mateřská škola Na kopečku u zvonečku,Brno,Horní 17,příspěvková organizace;11000;
2016;14.7.2016;POU;310167;2900;3111;5331;60555947;Mateřská škola Na kopečku u zvonečku,Brno,Horní 17,příspěvková organizace;143000;
2016;19.1.2016;POU;310112;2900;3111;5331;60555947;Mateřská škola Na kopečku u zvonečku,Brno,Horní 17,příspěvková organizace;142000;
2016;20.4.2016;POU;310249;2900;3111;5331;60555947;Mateřská škola Na kopečku u zvonečku,Brno,Horní 17,příspěvková organizace;142000;
2016;20.4.2016;POU;310243;2900;3111;5331;64328422;Mateřská škola Brno,Kamenná 21,příspěvková organizace;102000;
2016;19.1.2016;POU;310108;2900;3111;5331;64328422;Mateřská škola Brno,Kamenná 21,příspěvková organizace;102000;
2016;14.7.2016;POU;310161;2900;3111;5331;64328422;Mateřská škola Brno,Kamenná 21,příspěvková organizace;103000;
2016;23.12.2016;POU;310441;2900;3111;5331;64328422;Mateřská škola Brno,Kamenná 21,příspěvková organizace;11000;
2016;19.10.2016;POU;310316;2900;3111;5331;64328422;Mateřská škola Brno,Kamenná 21,příspěvková organizace;103000;
2016;10.11.2016;POU;310159;2900;3111;5331;64328422;Mateřská škola Brno,Kamenná 21,příspěvková organizace;83000;
2016;19.10.2016;POU;310321;2900;3111;5331;70888027;Mateřská škola Brno, Křenová 76a, příspěvková organizace;138000;
2016;23.12.2016;POU;310442;2900;3111;5331;70888027;Mateřská škola Brno, Křenová 76a, příspěvková organizace;11000;
2016;14.7.2016;POU;310166;2900;3111;5331;70888027;Mateřská škola Brno, Křenová 76a, příspěvková organizace;138000;
2016;19.1.2016;POU;310111;2900;3111;5331;70888027;Mateřská škola Brno, Křenová 76a, příspěvková organizace;137000;
2016;20.4.2016;POU;310248;2900;3111;5331;70888027;Mateřská škola Brno, Křenová 76a, příspěvková organizace;137000;
2016;20.4.2016;POU;310272;2900;3111;5331;64328368;Mateřská škola Brno, Nádvorní 3, příspěvková organizace;277000;
2016;19.1.2016;POU;310128;2900;3111;5331;64328368;Mateřská škola Brno, Nádvorní 3, příspěvková organizace;217000;
2016;14.7.2016;POU;310184;2900;3111;5331;64328368;Mateřská škola Brno, Nádvorní 3, příspěvková organizace;218000;
2016;23.12.2016;POU;310443;2900;3111;5331;64328368;Mateřská škola Brno, Nádvorní 3, příspěvková organizace;11000;
2016;19.10.2016;POU;310339;2900;3111;5331;64328368;Mateřská škola Brno, Nádvorní 3, příspěvková organizace;218000;
2016;19.10.2016;POU;310327;2900;3111;5331;64328325;Mateřská škola ZDISLAVA,Brno,Pellicova 4,příspěvková organizace;168000;
2016;23.12.2016;POU;310444;2900;3111;5331;64328325;Mateřská škola ZDISLAVA,Brno,Pellicova 4,příspěvková organizace;11000;
2016;14.7.2016;POU;310172;2900;3111;5331;64328325;Mateřská škola ZDISLAVA,Brno,Pellicova 4,příspěvková organizace;168000;
2016;19.1.2016;POU;310118;2900;3111;5331;64328325;Mateřská škola ZDISLAVA,Brno,Pellicova 4,příspěvková organizace;167000;
2016;20.4.2016;POU;310253;2900;3111;5331;64328325;Mateřská škola ZDISLAVA,Brno,Pellicova 4,příspěvková organizace;167000;
2016;20.4.2016;POU;310252;2900;3111;5331;64328473;Mateřská škola Brno,Pšeník 18,příspěvková organizace;162000;
2016;19.1.2016;POU;310116;2900;3111;5331;64328473;Mateřská škola Brno,Pšeník 18,příspěvková organizace;162000;
2016;14.7.2016;POU;310171;2900;3111;5331;64328473;Mateřská škola Brno,Pšeník 18,příspěvková organizace;163000;
2016;23.12.2016;POU;310445;2900;3111;5331;64328473;Mateřská škola Brno,Pšeník 18,příspěvková organizace;11000;
2016;19.10.2016;POU;310326;2900;3111;5331;64328473;Mateřská škola Brno,Pšeník 18,příspěvková organizace;163000;
2016;19.10.2016;POU;310329;2900;3111;5331;70888001;Mateřská škola Brno,Skořepka 5,příspěvková organizace;180000;
2016;23.12.2016;POU;310446;2900;3111;5331;70888001;Mateřská škola Brno,Skořepka 5,příspěvková organizace;11000;
2016;14.7.2016;POU;310175;2900;3111;5331;70888001;Mateřská škola Brno,Skořepka 5,příspěvková organizace;180000;
2016;19.1.2016;POU;310120;2900;3111;5331;70888001;Mateřská škola Brno,Skořepka 5,příspěvková organizace;180000;
2016;20.4.2016;POU;310257;2900;3111;5331;70888001;Mateřská škola Brno,Skořepka 5,příspěvková organizace;180000;
2016;20.4.2016;POU;310244;2900;3111;5331;70889562;Mateřská škola Brno, Soukenická 8, příspěvková organizace;102000;
2016;19.1.2016;POU;310107;2900;3111;5331;70889562;Mateřská škola Brno, Soukenická 8, příspěvková organizace;102000;
2016;14.7.2016;POU;310162;2900;3111;5331;70889562;Mateřská škola Brno, Soukenická 8, příspěvková organizace;103000;
2016;23.12.2016;POU;310447;2900;3111;5331;70889562;Mateřská škola Brno, Soukenická 8, příspěvková organizace;11000;
2016;19.10.2016;POU;310317;2900;3111;5331;70889562;Mateřská škola Brno, Soukenická 8, příspěvková organizace;103000;
2016;19.10.2016;POU;310325;2900;3111;5331;70887951;Mateřská škola Brno, Tučkova 36, příspěvková organizace;160000;
2016;23.12.2016;POU;310448;2900;3111;5331;70887951;Mateřská škola Brno, Tučkova 36, příspěvková organizace;11000;
2016;14.7.2016;POU;310170;2900;3111;5331;70887951;Mateřská škola Brno, Tučkova 36, příspěvková organizace;160000;
2016;19.1.2016;POU;310115;2900;3111;5331;70887951;Mateřská škola Brno, Tučkova 36, příspěvková organizace;160000;
2016;20.4.2016;POU;310251;2900;3111;5331;70887951;Mateřská škola Brno, Tučkova 36, příspěvková organizace;160000;
2016;20.4.2016;POU;310254;2900;3111;5331;64328457;Mateřská škola POD ŠPILBERKEM,Brno,Údolní 9a,příspěvková organizace;167000;
2016;19.1.2016;POU;310117;2900;3111;5331;64328457;Mateřská škola POD ŠPILBERKEM,Brno,Údolní 9a,příspěvková organizace;167000;
2016;14.7.2016;POU;310173;2900;3111;5331;64328457;Mateřská škola POD ŠPILBERKEM,Brno,Údolní 9a,příspěvková organizace;168000;
2016;23.12.2016;POU;310449;2900;3111;5331;64328457;Mateřská škola POD ŠPILBERKEM,Brno,Údolní 9a,příspěvková organizace;11000;
2016;19.10.2016;POU;310340;2900;3111;5331;64328457;Mateřská škola POD ŠPILBERKEM,Brno,Údolní 9a,příspěvková organizace;253000;
2016;10.11.2016;POU;310160;2900;3111;5331;64328457;Mateřská škola POD ŠPILBERKEM,Brno,Údolní 9a,příspěvková organizace;115000;
2016;19.10.2016;POU;310324;2900;3111;5331;70285748;Mateřská škola Brno,Údolní 68,příspěvková organizace;158000;
2016;23.12.2016;POU;310450;2900;3111;5331;70285748;Mateřská škola Brno,Údolní 68,příspěvková organizace;11000;
2016;14.7.2016;POU;310169;2900;3111;5331;70285748;Mateřská škola Brno,Údolní 68,příspěvková organizace;158000;
2016;19.1.2016;POU;310114;2900;3111;5331;70285748;Mateřská škola Brno,Údolní 68,příspěvková organizace;157000;
2016;20.4.2016;POU;310260;2900;3111;5331;70285748;Mateřská škola Brno,Údolní 68,příspěvková organizace;202000;
2016;20.4.2016;POU;310264;2900;3111;5331;64328341;Mateřská škola Brno, Úvoz 57, příspěvková organizace;215000;
2016;19.1.2016;POU;310127;2900;3111;5331;64328341;Mateřská škola Brno, Úvoz 57, příspěvková organizace;215000;
2016;14.7.2016;POU;310183;2900;3111;5331;64328341;Mateřská škola Brno, Úvoz 57, příspěvková organizace;215000;
2016;23.12.2016;POU;310451;2900;3111;5331;64328341;Mateřská škola Brno, Úvoz 57, příspěvková organizace;11000;
2016;19.10.2016;POU;310338;2900;3111;5331;64328341;Mateřská škola Brno, Úvoz 57, příspěvková organizace;215000;
2016;19.10.2016;POU;310331;2900;3111;5331;64328431;Mateřská škola Brno,Vídeňská 39a,příspěvková organizace;188000;
2016;23.12.2016;POU;310452;2900;3111;5331;64328431;Mateřská škola Brno,Vídeňská 39a,příspěvková organizace;11000;
2016;14.7.2016;POU;310177;2900;3111;5331;64328431;Mateřská škola Brno,Vídeňská 39a,příspěvková organizace;188000;
2016;8.7.2016;POU;310047;1210;3319;5222;64328431;Mateřská škola Brno,Vídeňská 39a,příspěvková organizace;12500;
2016;19.1.2016;POU;310122;2900;3111;5331;64328431;Mateřská škola Brno,Vídeňská 39a,příspěvková organizace;187000;
2016;20.4.2016;POU;310266;2900;3111;5331;64328431;Mateřská škola Brno,Vídeňská 39a,příspěvková organizace;232000;
2016;20.4.2016;POU;310276;2900;3111;5331;60555955;Mateřská škola Brno,Vinařská 4,příspěvková organizace;507000;
2016;19.1.2016;POU;310131;2900;3111;5331;60555955;Mateřská škola Brno,Vinařská 4,příspěvková organizace;477000;
2016;14.7.2016;POU;310197;2900;3111;5331;60555955;Mateřská škola Brno,Vinařská 4,příspěvková organizace;478000;
2016;23.12.2016;POU;310453;2900;3111;5331;60555955;Mateřská škola Brno,Vinařská 4,příspěvková organizace;11000;
2016;19.10.2016;POU;310352;2900;3111;5331;60555955;Mateřská škola Brno,Vinařská 4,příspěvková organizace;478000;
2016;19.10.2016;POU;310330;2900;3111;5331;70285730;Mateřská škola Brno,Všetičkova 19,příspěvková organizace;180000;
2016;23.12.2016;POU;310454;2900;3111;5331;70285730;Mateřská škola Brno,Všetičkova 19,příspěvková organizace;11000;
2016;14.7.2016;POU;310176;2900;3111;5331;70285730;Mateřská škola Brno,Všetičkova 19,příspěvková organizace;180000;
2016;19.1.2016;POU;310121;2900;3111;5331;70285730;Mateřská škola Brno,Všetičkova 19,příspěvková organizace;180000;
2016;20.4.2016;POU;310256;2900;3111;5331;70285730;Mateřská škola Brno,Všetičkova 19,příspěvková organizace;180000;
2016;20.4.2016;POU;310262;2900;3141;5331;60555840;Školní jídelna Brno,Bakalovo nábřeží 8,příspěvková organizace;207000;
2016;19.1.2016;POU;310125;2900;3141;5331;60555840;Školní jídelna Brno,Bakalovo nábřeží 8,příspěvková organizace;207000;
2016;14.7.2016;POU;310182;2900;3141;5331;60555840;Školní jídelna Brno,Bakalovo nábřeží 8,příspěvková organizace;208000;
2016;23.12.2016;POU;310455;2900;3141;5331;60555840;Školní jídelna Brno,Bakalovo nábřeží 8,příspěvková organizace;11000;
2016;19.10.2016;POU;310336;2900;3141;5331;60555840;Školní jídelna Brno,Bakalovo nábřeží 8,příspěvková organizace;208000;
2016;19.10.2016;POU;310335;2900;3141;5331;60555912;Školní jídelna Brno,Horní 16,příspěvková organizace;205000;
2016;23.12.2016;POU;310456;2900;3141;5331;60555912;Školní jídelna Brno,Horní 16,příspěvková organizace;11000;
2016;14.7.2016;POU;310180;2900;3141;5331;60555912;Školní jídelna Brno,Horní 16,příspěvková organizace;205000;
2016;19.1.2016;POU;310124;2900;3141;5331;60555912;Školní jídelna Brno,Horní 16,příspěvková organizace;205000;
2016;20.4.2016;POU;310261;2900;3141;5331;60555912;Školní jídelna Brno,Horní 16,příspěvková organizace;205000;
2016;20.4.2016;POU;310270;2900;3141;5331;62157639;Školní jídelna Brno,Kounicova 30,příspěvková organizace;270000;
2016;19.1.2016;POU;310130;2900;3141;5331;62157639;Školní jídelna Brno,Kounicova 30,příspěvková organizace;270000;
2016;14.7.2016;POU;310188;2900;3141;5331;62157639;Školní jídelna Brno,Kounicova 30,příspěvková organizace;270000;
2016;23.12.2016;POU;310457;2900;3141;5331;62157639;Školní jídelna Brno,Kounicova 30,příspěvková organizace;11000;
2016;19.10.2016;POU;310345;2900;3141;5331;62157639;Školní jídelna Brno,Kounicova 30,příspěvková organizace;270000;
2016;19.10.2016;POU;310328;2900;3141;5331;62157558;Školní jídelna Brno, Nádvorní 1;175000;
2016;23.12.2016;POU;310458;2900;3141;5331;62157558;Školní jídelna Brno, Nádvorní 1;11000;
2016;14.7.2016;POU;310174;2900;3141;5331;62157558;Školní jídelna Brno, Nádvorní 1;175000;
2016;19.1.2016;POU;310119;2900;3141;5331;62157558;Školní jídelna Brno, Nádvorní 1;175000;
2016;20.4.2016;POU;310255;2900;3141;5331;62157558;Školní jídelna Brno, Nádvorní 1;175000;
2016;21.7.2016;KDF;310296;3500;3612;6121;28287967;PROFITEAM topení - voda - plyn s.r.o.;128994.35;
2016;14.7.2016;POU;310179;2900;3141;5331;62157566;Školní jídelna Brno,Úvoz 55,příspěvková organizace;200000;
2016;20.4.2016;POU;310259;2900;3141;5331;62157566;Školní jídelna Brno,Úvoz 55,příspěvková organizace;200000;
2016;19.1.2016;POU;310123;2900;3141;5331;62157566;Školní jídelna Brno,Úvoz 55,příspěvková organizace;200000;
2016;23.12.2016;POU;310460;2900;3141;5331;62157566;Školní jídelna Brno,Úvoz 55,příspěvková organizace;11000;
2016;19.10.2016;POU;310334;2900;3141;5331;62157566;Školní jídelna Brno,Úvoz 55,příspěvková organizace;200000;
2016;19.10.2016;POU;310354;2900;3412;5331;71214747;Sportovní a rekreační areál Kraví hora, příspěvková organizace;2250000;
2016;19.1.2016;POU;310132;2900;3412;5331;71214747;Sportovní a rekreační areál Kraví hora, příspěvková organizace;2250000;
2016;20.4.2016;POU;310279;2900;3412;5331;71214747;Sportovní a rekreační areál Kraví hora, příspěvková organizace;2250000;
2016;14.7.2016;POU;310199;2900;3412;5331;71214747;Sportovní a rekreační areál Kraví hora, příspěvková organizace;2250000;
2016;28.6.2016;KDF;310424;3400;6171;5499;71214747;Sportovní a rekreační areál Kraví hora, příspěvková organizace;54000;
2016;29.6.2016;POU;310429;2800;4351;5151;44992785;Statutární město Brno;2538;
2016;12.5.2016;POU;310112;2800;4351;5151;44992785;Statutární město Brno;400;
2016;12.5.2016;POU;310112;2800;4351;5164;44992785;Statutární město Brno;4007;
2016;12.5.2016;POU;310112;2800;4351;5169;44992785;Statutární město Brno;165;
2016;16.8.2016;POU;310195;2800;4351;5151;44992785;Statutární město Brno;1050;
2016;16.8.2016;POU;310195;2800;4351;5164;44992785;Statutární město Brno;4007;
2016;16.8.2016;POU;310195;2800;4351;5169;44992785;Statutární město Brno;165;
2016;15.2.2016;POU;310138;2800;4351;5151;44992785;Statutární město Brno;400;
2016;15.2.2016;POU;310138;2800;4351;5164;44992785;Statutární město Brno;4007;
2016;15.2.2016;POU;310138;2800;4351;5169;44992785;Statutární město Brno;165;
2016;8.11.2016;POU;310120;2800;4351;5151;44992785;Statutární město Brno;1050;
2016;8.11.2016;POU;310120;2800;4351;5164;44992785;Statutární město Brno;4007;
2016;8.11.2016;POU;310120;2800;4351;5169;44992785;Statutární město Brno;165;
2016;18.5.2016;POK;400275;2500;6171;5182; ; ;200;
2016;25.5.2016;POK;400386;2500;6171;5182; ; ;1000;
2016;25.5.2016;POK;400387;2500;6171;5182; ; ;500;
2016;28.4.2016;POU;310396;3400;6171;5499; ; ;-1700;
2016;30.3.2016;POK;400340;2500;6171;5182; ; ;1500;
2016;21.4.2016;POU;310281;1210;6171;5492;49467166;Amadeus, nadační fond;5000;
2016;20.7.2016;POU;310269;1210;3312;5229;49467166;Amadeus, nadační fond;10000;
2016;19.8.2016;KDF;310262;3500;6171;5139;25578413;ALERA, s.r.o.;7434;
2016;4.8.2016;KDF;310126;3500;6171;5139;25578413;ALERA, s.r.o.;2396;
2016;4.8.2016;KDF;310127;3500;6171;5139;25578413;ALERA, s.r.o.;7020;
2016;27.6.2016;KDF;310386;3500;6171;5139;25578413;ALERA, s.r.o.;19626;
2016;27.6.2016;KDF;310381;3500;6171;5139;25578413;ALERA, s.r.o.;7018;
2016;2.6.2016;KDF;310027;3500;6171;5139;25578413;ALERA, s.r.o.;7018;
2016;17.6.2016;KDF;310234;2800;3429;5139;25578413;ALERA, s.r.o.;2117;
2016;6.5.2016;KDF;310045;3500;6171;5139;25578413;ALERA, s.r.o.;13911;
2016;4.5.2016;KDF;310031;3500;6171;5139;25578413;ALERA, s.r.o.;7018;
2016;6.5.2016;KDF;310035;3500;6171;5139;25578413;ALERA, s.r.o.;686;
2016;21.3.2016;KDF;310208;3500;6171;5139;25578413;ALERA, s.r.o.;1143;
2016;11.4.2016;KDF;310095;3500;6171;5139;25578413;ALERA, s.r.o.;11082;
2016;25.2.2016;KDF;310293;3500;6171;5139;25578413;ALERA, s.r.o.;5840;
2016;25.2.2016;KDF;310294;3500;6171;5139;25578413;ALERA, s.r.o.;6094;
2016;15.3.2016;KDF;310139;3500;6171;5139;25578413;ALERA, s.r.o.;7282;
2016;4.3.2016;KDF;310042;3500;6171;5139;25578413;ALERA, s.r.o.;6141;
2016;10.2.2016;KDF;310027;3500;6171;5139;25578413;ALERA, s.r.o.;6616;
2016;16.11.2016;KDF;310317;3500;6171;5139;25578413;ALERA, s.r.o.;8709;
2016;14.9.2016;KDF;310166;3500;6171;5139;25578413;ALERA, s.r.o.;9175;
2016;10.10.2016;KDF;310120;3500;6171;5139;25578413;ALERA, s.r.o.;10320;
2016;3.10.2016;KDF;310036;3500;6171;5139;25578413;ALERA, s.r.o.;7152;
2016;23.12.2016;KDF;310471;3500;6171;5139;25578413;ALERA, s.r.o.;19437;
2016;23.12.2016;KDF;310466;3500;6171;5139;25578413;ALERA, s.r.o.;18484;
2016;29.12.2016;KDF;310675;2800;4351;5139;25578413;ALERA, s.r.o.;35;
2016;8.11.2016;POU;310114;2800;4351;5151;44992785;ÚMČ Brno-Kohoutovice;468;
2016;8.11.2016;POU;310114;2800;4351;5154;44992785;ÚMČ Brno-Kohoutovice;105;
2016;8.11.2016;POU;310114;2800;4351;5164;44992785;ÚMČ Brno-Kohoutovice;1740;
2016;8.11.2016;POU;310114;2800;4351;5169;44992785;ÚMČ Brno-Kohoutovice;237;
2016;15.2.2016;POU;310137;2800;4351;5151;44992785;ÚMČ Brno-Kohoutovice;468;
2016;15.2.2016;POU;310137;2800;4351;5154;44992785;ÚMČ Brno-Kohoutovice;105;
2016;15.2.2016;POU;310137;2800;4351;5164;44992785;ÚMČ Brno-Kohoutovice;1740;
2016;15.2.2016;POU;310137;2800;4351;5169;44992785;ÚMČ Brno-Kohoutovice;237;
2016;12.5.2016;POU;310108;2800;4351;5151;44992785;ÚMČ Brno-Kohoutovice;468;
2016;12.5.2016;POU;310108;2800;4351;5154;44992785;ÚMČ Brno-Kohoutovice;105;
2016;12.5.2016;POU;310108;2800;4351;5164;44992785;ÚMČ Brno-Kohoutovice;1740;
2016;12.5.2016;POU;310108;2800;4351;5169;44992785;ÚMČ Brno-Kohoutovice;237;
2016;16.8.2016;POU;310188;2800;4351;5151;44992785;ÚMČ Brno-Kohoutovice;468;
2016;16.8.2016;POU;310188;2800;4351;5154;44992785;ÚMČ Brno-Kohoutovice;105;
2016;16.8.2016;POU;310188;2800;4351;5164;44992785;ÚMČ Brno-Kohoutovice;1740;
2016;16.8.2016;POU;310188;2800;4351;5169;44992785;ÚMČ Brno-Kohoutovice;237;
2016;15.8.2016;POU;310328;2800;4351;5151;44992785;ÚMČ Brno-Kohoutovice;2457;
2016;15.8.2016;POU;310328;2800;4351;5169;44992785;ÚMČ Brno-Kohoutovice;493;
2016;25.8.2016;KDF;310367;3500;6171;5136;47114983;Česká pošta, s.p.;1288;
2016;29.6.2016;KDF;310425;2800;4356;5136;47114983;Česká pošta, s.p.;450;
2016;19.5.2016;KDF;310233;3500;6171;5136;47114983;Česká pošta, s.p.;1323;
2016;21.1.2016;KDF;310168;3500;6171;5136;47114983;Česká pošta, s.p.;3912;
2016;17.2.2016;KDF;310171;3500;6171;5136;47114983;Česká pošta, s.p.;1322;
2016;21.11.2016;KDF;310361;3500;6171;5136;47114983;Česká pošta, s.p.;1305;
2016;29.12.2016;KDF;310679;3500;6171;5136;47114983;Česká pošta, s.p.;3876;
2016;15.3.2016;POU;310129;2030;6171;5167;26234203;INTEGRA CENTRUM s.r.o.;1700;
2016;18.2.2016;POU;310222;2900;6320;5163;61859869;Generali Pojišťovna a.s.;352225;
2016;30.5.2016;KDF;310379;3500;6171;5171;61855413;AD Security;6210.93;
2016;21.7.2016;KDF;310287;3500;6171;5171;61855413;AD Security;6426.31;
2016;27.12.2016;KDF;310525;3500;6171;5171;61855413;AD Security;9010.87;
2016;7.9.2016;KDF;310051;3500;6171;5171;61855413;AD Security;3542.88;
2016;11.8.2016;POK;400100;2500;6171;5182;26227657;KROS - stav,a.s.;500;
2016;11.4.2016;POK;400191;2500;6171;5182;74950673;Markéta Střechová;2230;
2016;30.3.2016;KDF;310349;2030;6171;5167;216224;Masarykova univerzita;3800;
2016;8.3.2016;KDF;310054;2030;6171;5167;216224;Masarykova univerzita;1900;
2016;4.3.2016;KDF;310039;2030;6171;5167;216224;Masarykova univerzita;3800;
2016;9.6.2016;KDF;310158;2100;3636;5169;216224;Masarykova univerzita;21780;
2016;18.2.2016;POU;310204;2030;6171;5011;72547251;Valentová Lucie, Mgr. - soudní exekutorka;948;
2016;25.11.2016;POU;310470;2030;6171;5011;72547251;Valentová Lucie, Mgr. - soudní exekutorka;1517;
2016;19.7.2016;POU;310202;3400;6171;5499; ; ;-300;
2016;25.5.2016;POU;310324;3400;6171;5499;49466241;Základní škola Brno, Arménská 21, příspěvková organizace;1700;
2016;22.6.2016;POU;310357;3400;6171;5499; ; ;-1300;
2016;9.6.2016;KDF;310146;3400;6171;5499;401803;LUŽÁNKY - středisko volného času, Brno, Lidická 50;1400;
2016;25.5.2016;KDF;310322;3400;6171;5499;401803;LUŽÁNKY - středisko volného času, Brno, Lidická 50;1500;
2016;13.5.2016;KDF;310144;3400;6171;5499;401803;LUŽÁNKY - středisko volného času, Brno, Lidická 50;1400;
2016;19.7.2016;KDF;310232;3400;6171;5499;401803;LUŽÁNKY - středisko volného času, Brno, Lidická 50;1300;
2016;23.11.2016;POU;310443;1210;3319;5339;401803;LUŽÁNKY - středisko volného času, Brno, Lidická 50;10000;
2016;8.12.2016;POU;310075;1210;3429;5339;401803;LUŽÁNKY - středisko volného času, Brno, Lidická 50;9000;
2016;27.1.2016;KDF;310203;3500;6171;5169;15198677;Jiří Zbytek;3000;
2016;3.2.2016;KDF;310030;2030;6171;5167;15198677;Jiří Zbytek;600;
2016;10.2.2016;KDF;310082;3400;6171;5499;25597132;CK TOUR SPORT s.r.o.;2000;
2016;12.4.2016;POU;120001;2500;6409;5909; ; ;360;
2016;25.11.2016;POU;310481;1210;3317;5212;72414171;Petr Lukas;10000;
2016;25.11.2016;KDF;310487;3100;3745;5169;29370329;Stavba - Jonáš s.r.o.;24187.9;
2016;30.5.2016;KDF;310392;3100;3745;5169;29370329;Stavba - Jonáš s.r.o.;33771.1;
2016;15.6.2016;KDF;310208;3100;3745;5169;29370329;Stavba - Jonáš s.r.o.;60354.8;
2016;17.5.2016;POU;310293;3400;6171;5499; ; ;-400;
2016;30.5.2016;KDF;310389;2900;3111;5169;87819040;Ing. Martin Rychtecký;18000;
2016;21.6.2016;KDF;310327;3500;3612;6121;87819040;Ing. Martin Rychtecký;39000;
2016;8.8.2016;KDF;310155;2900;3111;5169;87819040;Ing. Martin Rychtecký;29000;
2016;16.3.2016;KDF;310158;3500;3612;6121;87819040;Ing. Martin Rychtecký;28500;
2016;8.9.2016;KDF;310087;3500;3612;6121;87819040;Ing. Martin Rychtecký;38000;
2016;21.11.2016;KDF;310390;3500;3612;6121;87819040;Ing. Martin Rychtecký;55000;
2016;4.11.2016;KDF;310094;2800;3429;5171;74732889;Jan Matoušek;1250;
2016;26.10.2016;KDF;310463;3500;6171;5169;74732889;Jan Matoušek;4200;
2016;24.2.2016;KDF;310276;3500;6171;5169;74732889;Jan Matoušek;3100;
2016;16.5.2016;KDF;310172;3500;6171;5169;29306787;GAFLEX s.r.o.;5445;
2016;23.2.2016;POU;310337;1210;3419;5222;41604164;Sportovní klub policie KOMETA BRNO;10000;
2016;22.9.2016;KDF;310339;2800;4351;5169;544426;AUDY s.r.o.;1482;
2016;31.10.2016;POU;310546;2030;6171;5167;25118129;Kres, spol. s.r.o.;3800;
2016;31.10.2016;POU;310562;2030;6171;5167;25118129;Kres, spol. s.r.o.;3800;
2016;18.2.2016;POU;310213;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;2404;
2016;18.2.2016;POU;310205;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;1051;
2016;18.2.2016;POU;310206;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;1087;
2016;18.2.2016;POU;310207;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;1383;
2016;15.1.2016;POU;310088;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;2763;
2016;15.1.2016;POU;310081;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;1087;
2016;15.1.2016;POU;310085;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;2101;
2016;15.1.2016;POU;310086;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;2528;
2016;15.1.2016;POU;310013;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;5025;
2016;18.4.2016;POU;310175;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;2434;
2016;26.8.2016;POU;310378;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;4359;
2016;24.8.2016;POU;310352;2030;6171;5011;66254612;Exekutorský úřad Vyškov,Mgr.Komínková Zuzana, soudní exekutor;1117;
2016;16.5.2016;KDF;310173;2800;4324;5167;25334514;Fakta s.r.o.;5910;
2016;21.3.2016;KDF;310212;2800;4324;5167;25334514;Fakta s.r.o.;2535;
2016;28.11.2016;KDF;310502;2800;4324;5167;25334514;Fakta s.r.o.;2880;
2016;27.6.2016;POK;400266;2500;6171;5182; ; ;600;
2016;1.7.2016;POK;437007; ;6330;5348;71009396;Zdravotní ústav se sídlem v Ostravě;1650;
2016;29.7.2016;POK;438015; ;6330;5348;71009396;Zdravotní ústav se sídlem v Ostravě;1650;
2016;25.7.2016;KDF;310313;2800;4351;5169;71009396;Zdravotní ústav se sídlem v Ostravě;5034;
2016;29.7.2016;POU;310364;2800;4324;5169;71009396;Zdravotní ústav se sídlem v Ostravě;1650;
